Name	Have	Short name	Max rarity	Rarity	Level	Immortal	Equipment	Tier	In portal	Collections	Voyage rank	Gauntlet rank	Command core	Command min	Command max	Diplomacy core	Diplomacy min	Diplomacy max	Engineering core	Engineering min	Engineering max	Medicine core	Medicine min	Medicine max	Science core	Science min	Science max	Security core	Security min	Security max	Traits	Action name	Boosts	Amount	Initialize	Duration	Cooldown	Bonus Ability	Trigger	Uses per Battle	Handicap Type	Handicap Amount	Accuracy	Crit Bonus	Crit Rating	Evasion	Charge Phases
Kilana	TRUE	Kilana	4	4	100	1	0 1 2 3	9	TRUE		740	619	582	145	337	917	181	385	0	0	0	0	0	0	0	0	0	0	0	0	["Vorta","Clone","Crafty","Dominion","Scoundrel","nonhuman","female","organic","ds9","kilana","crew_max_rarity_4"]	For The Founders!	Evasion	7	10	10	16	Shield regeneration +2000	None				215	275	128	560	
Surak	TRUE	Surak	5	5	100	0	0 1 2 3	2	TRUE	Live Long and Prosper, To Boldly Go	25	8	463	182	519	825	268	591	0	0	0	0	0	0	1402	354	724	0	0	0	["Cultural Figure","Vulcan","Communicator","Desperate","Hero","Inspiring","Telepath","nonhuman","male","organic","ent","surak","crew_max_rarity_5"]	What Is, Is	Accuracy	7	12	10	12	+15% to Attack Speed	None				500	245	150	300	
Ikat'ika	TRUE	Ikat'ika	4	4	100	1	0 1 2 3	8	TRUE	Valor in Combat	731	740	754	60	140	0	0	0	0	0	0	0	0	0	0	0	0	879	229	446	["Jem'hadar","Dominion","Brutal","Veteran","nonhuman","male","organic","ds9","ikatika","crew_max_rarity_4"]	Victory is Life!	Accuracy	9	5	8	12	+5000 to Crit Bonus	None				495	105	175	575	
Persis	TRUE	Persis	2	2	100	1	0 1 2 3	6	TRUE	The Eugenics Wars, Uncommon Crew	905	860	0	0	0	348	44	99	0	0	0	0	0	0	0	0	0	293	108	288	["Human","Augments","Engineered","Survivalist","Tactician","nonhuman","female","organic","ent","persis","crew_max_rarity_2"]	Augmented Strength	Attack	2	6	10	6	+15% to Attack Speed	None	2			240	330	300		
Holodeck 3 Dr. Brahms	TRUE	Brahms	3	3	100	1	0 1 2 3	2	TRUE	Rare Crew	855	882	0	0	0	0	0	0	443	72	177	0	0	0	550	68	176	0	0	0	["Federation","Starfleet","Civilian","Hologram","Human","Cyberneticist","Warp Theorist","female","organic","tng","brahms","crew_max_rarity_3"]	Looking at Me	Evasion	4	6	8	10	Shield regeneration +800	None				280		240	250	
Profitable Ishka	TRUE	Moogie	4	4	100	1	0 1 2 3	6	TRUE	Rules Of Acquisition, To Boldly Go	692	744	741	106	243	1021	151	345	0	0	0	0	0	0	0	0	0	0	0	0	["Civilian","Ferengi","Merchant","Inspiring","Resourceful","Crafty","Rich","female","organic","ds9","ishka","crew_max_rarity_4"]	Society Could Use A Little Chaos	Evasion	7	8	8	12	+1000 to Crit Rating	Position				375	100	165	350	
Telek R'Mor	TRUE	R'Mor	2	2	100	1	0 1 2 3	5	TRUE	The Neutral Zone, Uncommon Crew	885	874	0	0	0	302	34	128	0	0	0	0	0	0	403	59	219	138	9	51	["Romulan","Astrophysicist","nonhuman","male","organic","voy","captain","bridge_crew","rmor","crew_max_rarity_2"]	Solitary Survey	Evasion	3	10	12	10	Increase bonus boost by +2	Cloak				405	50	3	180	
Roga Danar	TRUE	Danar	4	4	100	1	0 1 2 3	4	TRUE	Spit and Bailing Wire, Valor in Combat	539	371	388	102	244	0	0	0	617	108	302	0	0	0	0	0	0	892	210	432	["Angosian","Crafty","Desperate","Prisoner","Jury Rigger","Resourceful","Veteran","male","organic","tng","danar","crew_max_rarity_4"]	My Battle Is Never Over	Attack	6	10	8	12	+25% to Attack Speed	None				350	200	100	215	
KDF Gowron	TRUE	Gowron	4	4	100	1	0 1 2 3	9	TRUE	New Life and New Civilizations	686	335	431	96	251	737	195	472	0	0	0	0	0	0	0	0	0	343	115	294	["Klingon","Duelist","Diplomat","nonhuman","male","organic","tng","gowron","crew_max_rarity_4"]	What Can Be Done	Evasion	6	14	10	14	Increase bonus boost by +3	Cloak				625	465	85	1000	
Covert Operative Leland	TRUE	Leland	5	5	100	0	0 1 2 3	7	TRUE		211	21	424	184	391	1012	236	425	0	0	0	0	0	0	0	0	0	1231	321	658	["Section 31","Spy","Crafty","Resourceful","Human","male","organic","dsc","leland","crew_max_rarity_5"]	Welcome To Section 31	Attack	8	8	5	12	Immediately deals 400% damage	None	2			250	230	163	390	
Third Remata'Klan	TRUE	Remata'Klan	3	3	100	1	0 1 2 3	7	TRUE	Rare Crew	854	896	471	47	95	0	0	0	0	0	0	0	0	0	0	0	0	542	98	213	["Jem'hadar","Dominion","Duelist","Tactician","nonhuman","male","organic","ds9","remataklan","crew_max_rarity_3"]	Victory is Life	Attack	3	0	6	8	+500 to Crit Rating	Boarding				690	395	597	600	After 8s +750 to Crit Rating (+2s Cooldown); After 16s +1250 to Crit Rating (+4s Cooldown)
Mora Pol	TRUE	Mora	3	3	100	1	0 1 2 3	6	TRUE	Rare Crew	819	711	192	24	64	0	0	0	0	0	0	357	131	357	500	94	250	0	0	0	["Bajoran","Exobiology","Civilian","nonhuman","male","organic","ds9","crew_max_rarity_3"]	Expression of Affection	Evasion	7	8	12	12				Accuracy	2	990	65	25		
T'Mir	TRUE	T'Mir	4	4	100	0	0 1 2 3	6	TRUE	Live Long and Prosper	743	549	789	208	455	641	155	337	0	0	0	0	0	0	0	0	0	0	0	0	["Vulcan","Telepath","Survivalist","Resourceful","Civilian","nonhuman","female","organic","ent","first_officer","bridge_crew","tmir","crew_max_rarity_4"]	What if you lose?	Attack	7	4	4	16	Immediately deals 200% damage	None				440	100	130	1815	
Pel	TRUE	Pel	4	4	100	1	0 1 2 3	8	TRUE	Rules Of Acquisition	729	799	734	54	157	966	150	355	0	0	0	0	0	0	0	0	0	0	0	0	["Civilian","Ferengi","Costumed","Undercover Operative","Romantic","Gambler","female","organic","ds9","pel","crew_max_rarity_4"]	Profit in the Wind	Accuracy	9	6	12	14	+5000 to Crit Bonus	None				240	100	165	350	
Commander Kor	TRUE	Kor	3	3	100	1	0 1 2 3	7	TRUE	Rare Crew	832	835	484	80	284	231	41	99	0	0	0	0	0	0	0	0	0	400	30	87	["Klingon","Duelist","nonhuman","male","organic","tos","crew_max_rarity_3"]	Ram Among the Sheep	Attack	4	8	8	10	+15000 to Crit Bonus	Cloak				100	95	3	450	
Dahar Master Kor	TRUE	Kor	4	4	100	1	0 1 2 3	7	TRUE	To Boldly Go	521	464	711	64	208	927	205	405	0	0	0	0	0	0	0	0	0	347	110	267	["Klingon","Duelist","Cultural Figure","Romantic","Dahar Master","Communicator","Inspiring","nonhuman","male","organic","ds9","crew_max_rarity_4"]	Long Live The Empire!	Attack	5	3	10	8	+1500 to Crit Rating	None	2			215	190	50	290	
Dr. David Marcus	TRUE	David	4	4	100	1	0 1 2 3	8	TRUE	Spit and Bailing Wire, The Daystrom Award	755	572	0	0	0	0	0	0	514	192	439	0	0	0	907	172	338	0	0	0	["Gambler","Innovator","Jury Rigger","Human","Civilian","male","organic","tos","davidmarcus","crew_max_rarity_4"]	Experimental Maneuver	Attack	7	10	14	12						342	355	30	450	
Gralik Durr	TRUE	Gralik	4	4	100	1	0 1 2 3	8	TRUE	The Daystrom Award, Delphic Expanse	778	787	0	0	0	0	0	0	619	91	277	0	0	0	894	112	273	0	0	0	["Xindi","Saboteur","Hero","Innovator","nonhuman","male","organic","ent","crew_max_rarity_4"]	Purified Fuel Reserves	Evasion	8	8	10	16	Shield regeneration +2000	None		Attack	2	2140	520	50	475	
Doctor Paul Stubbs	TRUE	Stubbs	4	4	100	1	0 1 2 3	9	TRUE	The Daystrom Award	679	641	0	0	0	0	0	0	764	135	314	0	0	0	993	169	418	0	0	0	["Astronomer","Astrophysicist","Human","Federation","Innovator","Civilian","male","organic","tng","stubbs","crew_max_rarity_4"]	I Would Rather Die Than Leave	Accuracy	8	6	8	8				Evasion	2	600	170	170	225	
Commander Tomalak	TRUE	Tomalak	4	4	100	1	0 1 2 3	8	TRUE	The Neutral Zone, Valor in Combat	774	323	642	228	492	0	0	0	0	0	0	0	0	0	0	0	0	541	216	514	["Romulan","Veteran","Villain","Tactician","nonhuman","male","organic","tomalak","tng","commander","crew_max_rarity_4"]	Tactical Advantage	Attack	7	10	10	10						100	470	46	215	
White Rabbit	TRUE	White Rabbit	5	1	100	0	0 1 2 3	5	TRUE		189	501	0	0	0	0	0	0	981	170	340	591	150	339	340	68	165	0	0	0	["Crafty","Automated Unit","Costumed","male","tos","white_rabbit","nonhuman","artificial_life","crew_max_rarity_5"]	My Paws And Whiskers, I'll Be Late!	Evasion	6	4	8	6						365	100	148	100	After 6s +2 Evasion; After 14s +4 Evasion
Vengeful L'Rell	TRUE	L'Rell	5	2	20	0		8	TRUE		404	617	0	0	0	162	26	60	0	0	0	0	0	0	0	0	0	118	39	39	["Klingon","Brutal","Villain","Interrogator","nonhuman","female","dsc","lrell","crew_max_rarity_5"]	Choose Your Pain	Attack	10	10	14	12			2			575	225	58	525	
Chancellor L'Rell	TRUE	L'Rell	5	1	70	0	0 2	5	TRUE	New Life and New Civilizations	99	274	319	84	151	503	68	163	0	0	0	0	0	0	0	0	0	176	24	70	["Klingon","Brutal","Diplomat","Chancellor","Cultural Figure","nonhuman","female","dsc","lrell","crew_max_rarity_5"]	A New Leader Is Needed	Accuracy	8	10	10	12	+20% to Attack Speed	None				625	210	150	350	
L'Rell	TRUE	L'Rell	2	2	100	1	0 1 2 3	3	TRUE	Uncommon Crew	909	947	0	0	0	336	27	76	0	0	0	0	0	0	0	0	0	442	38	108	["Klingon","Cultural Figure","Brutal","nonhuman","female","dsc","lrell","crew_max_rarity_2"]	For A New Empire	Evasion	4	5	8	10						315	30	125	375	
Ensign Chapel	TRUE	Chapel	1	1	100	1	0 1 2 3	10	TRUE	Common Crew	962	953	0	0	0	0	0	0	0	0	0	246	39	173	0	0	0	0	0	0	["Human","Federation","Starfleet","Nurse","female","organic","tos","ensign","chapel","crew_max_rarity_1"]	Administer Prescription	Accuracy	1	6	10	10						130		40	100	
Commander Chapel	TRUE	Chapel	4	4	100	0	0 1 2 3	7	TRUE	Valor in Combat, Do No Harm	614	365	0	0	0	282	168	340	0	0	0	628	113	399	857	86	290	0	0	0	["Federation","Starfleet","Human","Physician","Veteran","female","organic","tos","chapel","crew_max_rarity_4"]	Doctor's Orders	Accuracy	7	8	8	16	Shield regeneration +2000	None				1450	75	155	400	
Christine Chapel	TRUE	Chapel	4	4	100	0	0 1 2 3	6	TRUE	Valor in Combat, Do No Harm	603	606	0	0	0	401	116	227	0	0	0	908	145	319	648	79	192	0	0	0	["Federation","Starfleet","Human","Physician","Veteran","Nurse","Romantic","female","organic","tos","chapel","crew_max_rarity_4"]	Don't You Recognise Me?	Evasion	7	8	12	12	+5000 to Crit Bonus	None				1400	185	120	400	
Thrax	TRUE	Thrax	5	5	100	0	0 1 2 3	6	TRUE	Chain of Command, Valor in Combat	187	178	1164	176	351	501	43	85	0	0	0	0	0	0	0	0	0	1315	308	693	["Cardassian","Constable","Veteran","Desperate","Investigator","Changeling","Interrogator","nonhuman","male","organic","ds9","thrax","crew_max_rarity_5"]	It's Out Of My Hands	Attack	7	10	8	12	Increase boarding damage by 10%	Boarding				585	110	203	425	
Aleek-Om	TRUE	Aleek-Om	4	4	100	1	0 1 2 3	7	TRUE	The Daystrom Award	495	655	0	0	0	457	51	110	0	0	0	728	79	257	992	153	350	0	0	0	["Aurelian","Federation","Innovator","Starfleet","male","organic","nonhuman","tas","aleek_om","crew_max_rarity_4"]	The Date Was...	Accuracy	5	4	4	6						100	200	30	605	After 2s +1 Accuracy (+0s Cooldown); After 8s +3 Accuracy (+3s Cooldown)
Ensign Ogawa	TRUE	Ogawa	1	1	100	1	0 1 2 3	10	TRUE	Common Crew	961	951	0	0	0	0	0	0	0	0	0	245	39	189	0	0	0	0	0	0	["Human","Federation","Starfleet","Nurse","female","organic","tng","ensign","ogawa","crew_max_rarity_1"]	Report to Sickbay	Accuracy	1	6	1	8	Immediately repairs Hulls by 35%	None	1			170		35	105	
CMO Ogawa	TRUE	Ogawa	3	3	100	1	0 1 2 3	4	TRUE	Do No Harm, Rare Crew	843	782	215	80	186	218	41	103	0	0	0	492	88	257	0	0	0	0	0	0	["Human","Federation","Starfleet","Physician","female","organic","tng","ensign","ogawa","crew_max_rarity_3"]	Considering the History	Evasion	4	10	6	15	Immediately repairs Hulls by 15%	None				355			165	
Wesley Crusher	TRUE	Wesley	1	1	100	1	0 1 2 3	10	TRUE	Common Crew	937	928	0	0	0	0	0	0	202	36	89	0	0	0	253	49	168	0	0	0	["Human","Federation","Civilian","Prodigy","male","organic","tng","wesley","crew_max_rarity_1"]	Study	Evasion	2	8	10	12				Attack	1	215	125	70	55	
Ensign Crusher	TRUE	Wesley	3	3	100	1	0 1 2 3	7	TRUE	Rare Crew	838	863	202	12	35	0	0	0	403	39	89	0	0	0	494	94	259	0	0	0	["Human","Federation","Starfleet","Prodigy","Warp Theorist","male","organic","tng","ensign","bridge_crew","wesley","crew_max_rarity_3"]	Rewire	Accuracy	4	6	8	10	Shield regeneration +800	None				290			190	
Acting Ensign Crusher	TRUE	Wesley	2	2	100	1	0 1 2 3	9	TRUE	Uncommon Crew	896	849	131	33	66	0	0	0	291	60	169	0	0	0	299	63	181	0	0	0	["Human","Federation","Starfleet","Prodigy","male","organic","tng","ensign","bridge_crew","wesley","crew_max_rarity_2"]	Invention	Evasion	4	3	6	6			2			205	50	25	165	
Formal Dress Wesley Crusher	TRUE	Wesley	4	4	100	1	0 1 2 3	9	TRUE		621	193	0	0	0	553	181	386	313	123	262	0	0	0	768	195	477	0	0	0	["Human","Federation","Starfleet","Prodigy","Warp Theorist","male","organic","tng","ensign","bridge_crew","wesley","lieutenant","crew_max_rarity_4"]	Duty to the Truth	Evasion	9	4	10	12						300	500	30	450	
Cadet Wesley Crusher	TRUE	Wesley	4	4	100	1	0 1 2 3	10	TRUE		715	705	0	0	0	0	0	0	791	97	214	0	0	0	864	181	435	0	0	0	["Human","Federation","Starfleet","Pilot","Prodigy","male","organic","tng","ensign","bridge_crew","wesley","crew_max_rarity_4"]	Duty To The Truth	Evasion	6	10	10	12	+1000 to Crit Rating	None				300	200	110	100	
One	TRUE	One	5	3	100	0	0 1 2 3	9	TRUE	Resistance Is Futile	418	523	0	0	0	0	0	0	847	266	592	0	0	0	0	0	0	829	109	239	["Human","Borg","Resourceful","Tactician","Hero","male","organic","voy","one","crew_max_rarity_5"]	You must comply	Evasion	10	8	12	10						225	210	275	425	
Young Khan	TRUE	Khan	4	4	100	1	0 1 2 3	6	TRUE	The Eugenics Wars	651	788	377	87	185	894	98	186	732	48	133	0	0	0	0	0	0	0	0	0	["Human","Augments","Engineered","Romantic","Cultural Figure","Villain","Brutal","Tactician","nonhuman","male","organic","tos","khan","crew_max_rarity_4"]	This Grows Tiresome	Attack	8	6	6	10				Accuracy	2	590	440	15	400	
Starfleet Uniform Khan	TRUE	Khan	3	3	100	1	0 1 2 3	6	TRUE	The Eugenics Wars, Rare Crew	847	838	569	75	294	0	0	0	0	0	0	0	0	0	0	0	0	392	77	164	["Human","Augments","Engineered","Villain","Cultural Figure","Tactician","Resourceful","Survivalist","Brutal","nonhuman","male","organic","tos","khan","crew_max_rarity_3"]	Have any other questions?	Attack	6	10	8	8						490	165	113	580	
Tailor Garak	TRUE	Garak	3	3	100	1	0 1 2 3	4	TRUE	Chain of Command, Rare Crew	814	836	0	0	0	454	94	247	187	25	50	0	0	0	0	0	0	582	51	145	["Cardassian","Undercover Operative","Tailor","Scoundrel","Interrogator","Civilian","nonhuman","male","organic","ds9","garak","crew_max_rarity_3"]	Cutting Cloth	Evasion	5	8	12	12						125	230	20	405	
Mirror Garak	TRUE	Garak	4	4	100	1	0 1 2 3	7	TRUE	Chain of Command, Smoke and Mirrors	622	486	614	166	355	712	58	160	0	0	0	0	0	0	0	0	0	495	161	340	["Cardassian","Scoundrel","Interrogator","Brutal","Klingon-Cardassian Alliance","Mirror Universe","nonhuman","male","organic","ds9","captain","mirror","garak","crew_max_rarity_4"]	Look Forward	Evasion	7	6	12	12						165	120	3	710	
Garak, Elim Garak	TRUE	Garak	5	2	100	0	0 1 2 3	7	TRUE	Chain of Command, Our Man Bashir	245	161	731	259	557	636	202	409	0	0	0	0	0	0	0	0	0	422	76	159	["Cardassian","Crafty","Resourceful","Undercover Operative","Costumed","Romantic","Hero","male","organic","ds9","nonhuman","garak","crew_max_rarity_5"]	There's Hope For You Yet	Evasion	7	12	12	12	Shield regeneration +2000	Cloak				650	200	20	700	
Saboteur Garak	TRUE	Garak	5	1	100	0	0 1 2 3	4	TRUE	Chain of Command	131	579	0	0	0	343	55	145	662	123	247	0	0	0	0	0	0	1085	174	386	["Cardassian","Saboteur","Undercover Operative","Tailor","Scoundrel","Civilian","Brutal","Hero","nonhuman","male","organic","ds9","garak","crew_max_rarity_5"]	You May Have Just Saved The Entire Alpha Quadrant	Evasion	7	8	6	10	Immediately deals 400% damage	None	2			375	270	114	225	
Bartender Quark	TRUE	Quark	1	1	100	1	0 1 2 3	9	TRUE	Rules Of Acquisition, Common Crew	931	905	126	28	87	243	41	169	0	0	0	0	0	0	0	0	0	94	17	66	["Ferengi","Bartender","Civilian","Scoundrel","Gambler","Merchant","nonhuman","male","organic","ds9","quark","crew_max_rarity_1"]	Hospitality	Evasion	2	8	10	12				Accuracy	1	165	10	10	140	
Klingon Quark	TRUE	Quark	4	4	100	1	0 1 2 3	9	TRUE	Rules Of Acquisition	665	303	417	55	124	733	236	502	0	0	0	0	0	0	0	0	0	428	170	378	["Ferengi","Klingon","Scoundrel","Duelist","Desperate","Romantic","Gambler","nonhuman","male","organic","ds9","quark","crew_max_rarity_4"]	House of Quark	Attack	8	6	6	10				Accuracy	2	100	435	75	640	
Tourist Quark	TRUE	Quark	4	4	100	1	0 1 2 3	4	TRUE	Rules Of Acquisition	504	502	374	51	128	931	190	444	0	0	0	733	124	278	0	0	0	0	0	0	["Ferengi","Scoundrel","Desperate","Romantic","Gambler","Communicator","Civilian","nonhuman","male","organic","ds9","quark","crew_max_rarity_4"]	Risan Rituals	Attack	6	12	8	20	Immediately repairs Hulls by 15%	None				400	100	165	665	
Martian Quark	TRUE	Quark	5	1	100	0	0 1 2 3	8	TRUE	Rules Of Acquisition	365	291	497	189	417	988	277	583	0	0	0	0	0	0	0	0	0	0	0	0	["Ferengi","Scoundrel","Merchant","Resourceful","Gambler","Communicator","Civilian","Smuggler","Desperate","nonhuman","male","organic","ds9","quark","crew_max_rarity_5"]	Stupid Hew-mons	Accuracy	9	8	8	10						275	140	137	650	
Herbert Rossoff	TRUE	Herbert	4	4	100	1	0 1 2 3	6	TRUE	The Daystrom Award, Valor in Combat	697	601	956	232	516	677	106	220	0	0	0	0	0	0	0	0	0	0	0	0	["Human","Crafty","Civilian","Veteran","Innovator","Writer","Resourceful","Communicator","male","organic","ds9","quark","crew_max_rarity_4"]	Would Someone Please Shoot Me?	Evasion	8	4	8	8				Attack	2	400	190	197	405	
Wedding Day Quark	TRUE	Quark	4	4	100	1	0 1 2 3	9	TRUE	Rules Of Acquisition	596	285	672	118	278	760	258	530	0	0	0	0	0	0	0	0	0	322	95	208	["Ferengi","Klingon","Scoundrel","Desperate","Romantic","Gambler","nonhuman","male","organic","ds9","quark","crew_max_rarity_4"]	Quark, Slayer of Klingons!	Attack	7	12	10	14	+300 to Crit Rating	Cloak				150	75	70	575	
Stranded Quark	TRUE	Quark	5	5	100	0	0 1 2 3	2	TRUE	Rules Of Acquisition	31	122	0	0	0	1344	341	676	1198	117	235	592	123	253	0	0	0	0	0	0	["Ferengi","Scoundrel","Merchant","Gambler","Civilian","Smuggler","Desperate","Survivalist","nonhuman","male","organic","ds9","quark","crew_max_rarity_5"]	You Can't Climb A Mountain On Crumbs!	Accuracy	7	10	8	12	Shield regeneration +2500	None				525	120	95	415	
Jannar	TRUE	Jannar	4	4	100	1	0 1 2 3	4	FALSE	New Life and New Civilizations, Delphic Expanse	452	609	0	0	0	919	193	384	432	82	242	0	0	0	862	45	123	0	0	0	["Counselor","Diplomat","Xindi","Investigator","male","ent","jannar","crew_max_rarity_4"]	Better Their World Than Ours	Accuracy	4	6	4	18	Immediately deals 100% damage	None				450	200	55	340	After 6s Immediately deals 200% damage; After 14s Immediately deals 300% damage
Zero One	TRUE	Zero One	4	4	100	1	0 1 2 3	10	TRUE		772	749	0	0	0	0	0	0	887	135	291	0	0	0	628	123	289	0	0	0	["Bynar","Crafty","Desperate","Resourceful","Hero","organic","nonhuman","tng","bynar_1001","crew_max_rarity_4"]	I Thought We'd	Evasion	8	6	6	10				Attack	3	250	100	125	190	
Richard Castillo	TRUE	Castillo	3	3	100	1	0 1 2 3	4	TRUE	Rare Crew	860	822	560	123	257	0	0	0	0	0	0	0	0	0	332	64	211	0	0	0	["Human","Hero","Pilot","Starfleet","Federation","bridge_crew","male","organic","castillo","tng","lieutenant","crew_max_rarity_3"]	Self Sacrifice	Attack	5	12	12	10	+20% to Attack Speed	None		Evasion	2	650	265	129	585	
The Clown	TRUE	Clown	4	3	90	0		4	FALSE		481	845	0	0	0	291	33	89	491	31	113	0	0	0	0	0	0	679	44	114	["Brutal","Costumed","Desperate","Scoundrel","Villain","male","artificial_life","voy","nonhuman","clown","crew_max_rarity_4"]	Why Talk, When We Can Dance?	Evasion	9	4	8	10	Immediately repairs Shields by 20%	None	2			400	200	130	355	
Writer Jake Sisko	TRUE	Jake	3	3	100	1	0 1 2 3	9	TRUE	Rare Crew	930	933	0	0	0	519	79	224	0	0	0	0	0	0	0	0	0	0	0	0	["Human","Federation","Civilian","Writer","Gambler","Romantic","male","organic","ds9","jake","crew_max_rarity_3"]	Construct Story	Accuracy	3	0	8	10	Shield regeneration +800	None				995	350	47	640	After 4s Shield regeneration +undefined; After 10s Shield regeneration +undefined
Bestselling Author Jake Sisko	TRUE	Jake	4	3	10	0		9	TRUE	To Boldly Go	759	733	0	0	0	69	12	25	0	0	0	0	0	0	95	16	33	0	0	0	["Human","Federation","Civilian","Writer","Gambler","Romantic","Cultural Figure","Inspiring","male","organic","ds9","jake","crew_max_rarity_4"]	You Should Read More	Evasion	6	12	8	14	Increase bonus boost by +4	Cloak				525	250	170	550	
War Correspondent Jake Sisko	TRUE	Jake	5	1	100	0	0 1 2 3	8	TRUE	To Boldly Go	275	425	0	0	0	950	168	331	0	0	0	320	114	264	0	0	0	503	133	309	["Human","Federation","Civilian","Writer","Gambler","Desperate","Inspiring","male","organic","ds9","jake","crew_max_rarity_5"]	Now We're Talking!	Accuracy	8	10	8	12	+1000 to Crit Rating	None				175	200	285	400	
Forra Gegen	TRUE	Gegen	4	1	10	0		10	TRUE		635	520	0	0	0	0	0	0	70	13	25	0	0	0	87	16	33	30	13	24	["Exoarchaeology","Exobiology","Voth","Resourceful","Maverick","male","organic","voy","crew_max_rarity_4"]	Hadrosaur Instincts	Accuracy	5	3	10	8	+1500 to Crit Rating	None	2			535	545	170	100	
Captain Killy	TRUE	Killy	5	5	100	0	0 1 2 3	4	TRUE	Valor in Combat, Smoke and Mirrors	216	428	1317	234	508	0	0	0	658	50	162	0	0	0	0	0	0	1146	121	237	["Human","Brutal","Terran Empire","Mirror Universe","Starfleet","Veteran","female","organic","dsc","tilly","captain","crew_max_rarity_5"]	The Slayer of Sorna Prime	Attack	10	6	6	10	Immediately deals 400% damage	None	2	Evasion	3	600	225	195	350	
Off-Duty Tilly	TRUE	Tilly	2	2	100	1	0 1 2 3	2	TRUE	Uncommon Crew	897	911	0	0	0	450	82	207	345	29	78	0	0	0	0	0	0	0	0	0	["Human","Theoretical Engineer","Federation","Starfleet","Romantic","female","organic","dsc","tilly","crew_max_rarity_2"]	Add Salsa!	Evasion	3	4	8	8	Immediately repairs Shields by 10%	None				390	125	145	440	
Automated Unit 3947	TRUE	APU 3947	4	4	100	1	0 1 2 3	10	TRUE		630	546	0	0	0	0	0	0	832	146	348	0	0	0	704	59	132	305	132	366	["Automated Unit","Desperate","Quantum Mechanics","nonhuman","artificial_life","voy","crew_max_rarity_4"]	Terminate the Builders	Evasion	6	12	12	12	+20% to Attack Speed	None				685	600	143	325	
Captain John Harriman	TRUE	Harriman	4	1	10	0		10	TRUE		761	785	59	12	25	85	16	33	0	0	0	0	0	0	0	0	0	0	0	0	["Federation","Starfleet","Human","Communicator","male","organic","tng","captain","bridge_crew","harriman","crew_max_rarity_4"]	Evasive Maneuvers	Evasion	7	6	10	10						615	30	10	500	
CMO Crusher	TRUE	Crusher	2	2	100	1	0 1 2 3	3	TRUE	Do No Harm, Uncommon Crew	952	946	0	0	0	0	0	0	0	0	0	334	59	198	0	0	0	0	0	0	["Human","Starfleet","Federation","Physician","Caregiver","Cyberneticist","female","organic","tng","commander","crusher","crew_max_rarity_2"]	Doctor's Calluses	Accuracy	3	6	10	10						185		35	155	
